"","Player","Player 2","Team","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"1","Esa Lindell","Miro Heiskanen","DAL","77","218.48333333333","38","355","9.67","35","273","11.36","29","171","14.50","2","27","6.90","2.35","35.37","6.22","12","219","5.19","10","107","8.55","1","14","6.67","2","112","1.75","0","7","0.00","11","253","4.17","1","6","14.29","6.90","84.21","0.911","0","17","113","3","0.00","8","27","219","3.52"
"2","Brady Skjei","Nick Perbix","NSH","79","191.9","44","295","12.98","38","238","13.77","28","161","14.81","4","23","14.81","2.92","29.2","9.09","16","201","7.37","5","114","4.20","3","13","18.75","11","87","11.22","1","6","14.29","19","204","8.52","0","4","0.00","14.29","85.71","1.000","1","22","135","55","0.74","8","35","233","3.32"
"3","Ian Cole","Mikhail Sergachev","UTA","78","185.35","41","351","10.46","37","267","12.17","27","164","14.14","2","22","8.33","1.64","30.8","5.06","14","201","6.51","8","97","7.62","2","11","15.38","6","104","5.45","0","5","0.00","9","265","3.28","0","6","0.00","7.41","86.59","0.940","0","18","132","30","0.00","4","29","233","1.69"
"4","Travis Sanheim","Cam York","PHI","74","181.96666666667","37","308","10.72","34","227","13.03","31","149","17.22","2","26","7.14","1.88","24.47","7.13","10","187","5.08","5","75","6.25","1","10","9.09","5","112","4.27","0","9","0.00","12","226","5.04","1","7","12.50","6.45","82.55","0.890","2","23","114","40","1.72","6","37","222","2.63"
"5","Mike Matheson","Alexandre Carrier","MTL","70","176","35","335","9.46","33","245","11.87","26","173","13.07","1","32","3.03","2.14","28.71","6.93","13","207","5.91","7","78","8.24","0","10","0.00","6","129","4.44","1","11","8.33","10","226","4.24","0","11","0.00","3.85","81.50","0.853","0","14","109","9","0.00","4","23","226","1.74"
"6","Aaron Ekblad","Gustav Forsling","FLA","71","175.4","33","314","9.51","27","233","10.38","18","148","10.84","0","23","0.00","2.06","26.64","7.19","19","179","9.60","9","79","10.23","0","9","0.00","10","100","9.09","0","6","0.00","12","242","4.72","0","8","0.00","0.00","84.46","0.845","1","20","122","37","0.81","3","28","176","1.68"
"7","Jake Sanderson","Artem Zub","OTT","66","168.45","22","255","7.94","20","188","9.62","17","135","11.18","3","28","9.68","2.56","20.81","10.93","13","142","8.39","10","52","16.13","3","11","21.43","3","90","3.23","0","10","0.00","4","195","2.01","0","7","0.00","17.65","79.26","0.969","3","19","122","34","2.40","7","31","212","3.20"
"8","Adam Pelech","Ryan Pulock","NYI","76","167.15","36","338","9.63","33","264","11.11","24","193","11.06","5","27","15.63","2.16","34.39","5.92","16","219","6.81","6","110","5.17","2","9","18.18","10","109","8.40","2","13","13.33","8","204","3.77","1","5","16.67","20.83","86.01","1.068","1","18","115","34","0.86","5","27","200","2.44"
"9","Adam Larsson","Ryan Lindgren","SEA","76","152.06666666667","19","295","6.05","18","215","7.73","18","133","11.92","1","26","3.70","0.63","23.54","2.59","4","178","2.20","1","61","1.61","0","11","0.00","3","117","2.50","0","7","0.00","4","244","1.61","0","8","0.00","5.56","80.45","0.860","0","12","109","11","0.00","2","19","197","1.01"
"10","Connor Murphy","Alex Vlasic","CHI","59","148.48333333333","24","228","9.52","23","177","11.50","13","118","9.92","1","16","5.88","1.43","21.36","6.26","11","139","7.33","5","74","6.33","0","11","0.00","6","65","8.45","1","3","25.00","11","189","5.50","0","2","0.00","7.69","86.44","0.941","0","18","111","15","0.00","8","29","173","4.42"
"11","Vincent Desharnais","Mario Ferraro","S.J","53","148.1","18","275","6.14","18","204","8.11","13","142","8.39","1","14","6.67","1.45","23.55","5.79","8","162","4.71","6","68","8.11","1","5","16.67","2","94","2.08","0","5","0.00","5","206","2.37","0","4","0.00","7.69","90.14","0.978","0","6","99","3","0.00","3","15","165","1.79"
"12","Colton Parayko","Philip Broberg","STL","76","129.83333333333","26","230","10.16","22","185","10.63","17","131","11.49","2","18","10.00","1.5","18.4","7.55","8","142","5.33","3","52","5.45","1","13","7.14","5","90","5.26","0","3","0.00","11","162","6.36","0","2","0.00","11.76","86.26","0.980","1","20","93","32","1.06","6","25","144","4.00"
"13","Mattias Ekholm","Evan Bouchard","EDM","82","125.2","29","232","11.11","23","181","11.27","20","123","13.99","2","16","11.11","1.1","22.27","4.73","10","159","5.92","4","68","5.56","1","10","9.09","6","91","6.19","1","3","25.00","9","146","5.81","0","3","0.00","10.00","86.99","0.970","2","12","115","51","1.71","4","17","153","2.55"
"14","Vladislav Gavrikov","Braden Schneider","NYR","82","124.73333333333","23","219","9.50","21","184","10.24","18","123","12.77","1","13","7.14","0.8","21.25","3.61","6","141","4.08","2","72","2.70","1","10","9.09","4","69","5.48","0","1","0.00","8","148","5.13","0","2","0.00","5.56","89.43","0.950","1","15","84","34","1.18","5","24","132","3.65"
"15","Erik Karlsson","Parker Wotherspoon","PIT","75","120.78333333333","16","214","6.96","15","166","8.29","10","94","9.62","1","11","8.33","0.74","15.94","4.44","6","132","4.35","2","52","3.70","1","4","20.00","4","80","4.76","0","2","0.00","6","150","3.85","0","5","0.00","10.00","88.30","0.983","1","13","77","35","1.28","4","23","128","3.03"
"16","Brent Burns","Josh Manson","COL","79","111.01666666667","21","190","9.95","20","146","12.05","16","93","14.68","1","11","8.33","1.62","15.24","9.59","13","114","10.24","4","51","7.27","1","6","14.29","9","63","12.50","0","4","0.00","6","130","4.41","0","1","0.00","6.25","88.17","0.944","1","10","83","21","1.19","5","14","110","4.35"
"17","Jake McCabe","Brandon Carlo","TOR","53","111","30","224","11.81","26","169","13.33","24","109","18.05","2","16","11.11","1.65","17.55","8.61","14","136","9.33","6","58","9.38","0","6","0.00","8","78","9.30","2","8","20.00","8","158","4.82","0","2","0.00","8.33","85.32","0.937","3","9","78","24","3.70","6","14","133","4.32"
"18","Joel Edmundson","Mikey Anderson","L.A","80","107.93333333333","17","173","8.95","15","141","9.62","11","104","9.57","0","21","0.00","1.21","15.07","7.41","5","102","4.67","3","51","5.56","0","10","0.00","2","51","3.77","0","6","0.00","6","152","3.80","0","5","0.00","0.00","79.81","0.798","0","9","83","35","0.00","2","11","138","1.43"
"19","John Carlson","Martin Fehervary","WSH","54","107.51666666667","17","217","7.26","15","166","8.29","11","104","9.57","0","17","0.00","0.71","17.93","3.83","5","109","4.39","2","42","4.55","0","8","0.00","3","67","4.29","0","2","0.00","6","184","3.16","0","7","0.00","0.00","83.65","0.837","0","14","66","21","0.00","6","22","118","4.84"
"20","Ryan McDonagh","Erik Cernak","T.B","43","106.98333333333","22","202","9.82","19","152","11.11","17","110","13.39","1","10","9.09","1.28","16.75","7.08","13","110","10.57","3","47","6.00","1","6","14.29","10","63","13.70","0","2","0.00","7","173","3.89","0","2","0.00","5.88","90.91","0.968","2","16","88","22","2.22","4","23","131","2.96"
"21","Tyler Myers","Marcus Pettersson","VAN","57","106.28333333333","23","187","10.95","22","143","13.33","14","97","12.61","4","20","16.67","2.05","18.19","10.12","15","129","10.42","5","64","7.25","1","8","11.11","10","65","13.33","3","8","27.27","8","122","6.15","0","4","0.00","28.57","79.38","1.080","1","12","76","24","1.30","3","19","124","2.36"
"22","Mike Matheson","Noah Dobson","MTL","77","104.88333333333","36","191","15.86","30","144","17.24","23","95","19.49","4","8","33.33","2.96","17.44","14.51","17","120","12.41","5","57","8.06","0","5","0.00","12","63","16.00","3","2","60.00","8","106","7.02","0","1","0.00","17.39","91.58","1.090","0","5","34","13","0.00","5","10","71","6.58"
"23","Rasmus Andersson","Kevin Bahl","CGY","47","103.95","25","177","12.38","22","138","13.75","14","92","13.21","1","10","9.09","2.25","14.37","13.56","10","114","8.06","4","40","9.09","1","7","12.50","6","74","7.50","0","2","0.00","8","124","6.06","0","1","0.00","7.14","89.13","0.963","1","13","79","31","1.25","4","20","123","3.15"
"24","Jacob Trouba","Pavel Mintyukov","ANA","72","102.4","23","204","10.13","21","156","11.86","17","95","15.18","1","15","6.25","1.32","19.72","6.28","9","118","7.09","4","66","5.71","1","8","11.11","5","52","8.77","0","4","0.00","8","155","4.91","0","3","0.00","5.88","84.21","0.901","2","11","73","17","2.67","5","18","129","3.73"
"25","Matt Roy","Martin Fehervary","WSH","79","101.6","24","201","10.67","22","159","12.15","21","97","17.80","2","10","16.67","1.86","17.8","9.47","9","110","7.56","4","44","8.33","1","1","50.00","5","66","7.04","0","5","0.00","6","152","3.80","0","4","0.00","9.52","89.69","0.992","0","9","61","42","0.00","1","12","116","0.85"
"26","Nikita Zadorov","Charlie McAvoy","BOS","68","97.5","19","166","10.27","19","138","12.10","15","94","13.76","0","16","0.00","0.99","16.62","5.61","8","98","7.55","4","57","6.56","0","5","0.00","4","41","8.89","0","7","0.00","4","128","3.03","0","4","0.00","0.00","82.98","0.830","0","18","77","18","0.00","2","26","111","1.77"
"27","Jacob Trouba","Jackson LaCombe","ANA","81","97.05","36","191","15.86","31","149","17.22","28","102","21.54","1","20","4.76","3.1","17.35","15.17","21","120","14.89","12","56","17.65","1","13","7.14","9","64","12.33","0","4","0.00","10","154","6.10","0","3","0.00","3.57","80.39","0.840","1","12","83","20","1.19","6","15","120","4.76"
"28","Jacob Middleton","Brock Faber","MIN","73","94.966666666667","22","176","11.11","20","135","12.90","18","94","16.07","3","12","20.00","1.54","13.94","9.96","9","104","7.96","3","31","8.82","0","7","0.00","6","73","7.59","2","5","28.57","3","133","2.21","0","0","-","16.67","87.23","1.039","0","12","72","20","0.00","2","19","124","1.59"
"29","Marcus Pettersson","Filip Hronek","VAN","82","94.633333333333","18","161","10.06","16","125","11.35","12","79","13.19","2","16","11.11","1.21","13.8","8.05","11","100","9.91","3","44","6.38","0","12","0.00","8","56","12.50","1","3","25.00","2","114","1.72","0","1","0.00","16.67","79.75","0.964","3","7","52","25","5.45","6","16","104","5.45"
"30","Devon Toews","Cale Makar","COL","61","94.05","21","146","12.57","16","110","12.70","12","72","14.29","1","8","11.11","1.04","12.35","7.78","9","82","9.89","7","39","15.22","1","2","33.33","2","43","4.44","0","3","0.00","4","119","3.25","0","3","0.00","8.33","88.89","0.972","0","7","76","12","0.00","1","13","110","0.90"
"31","Conor Timmins","Mattias Samuelsson","BUF","36","90.266666666667","13","176","6.88","11","130","7.80","9","90","9.09","0","13","0.00","0.58","13.84","4.04","5","98","4.85","1","39","2.50","0","4","0.00","4","59","6.35","0","6","0.00","6","145","3.97","0","3","0.00","0.00","85.56","0.856","0","14","67","6","0.00","1","21","114","0.87"
"32","Erik Gudbranson","Ivan Provorov","CBJ","37","88.35","17","181","8.59","15","144","9.43","13","88","12.87","2","13","13.33","0.77","18.03","4.11","9","111","7.50","3","65","4.41","0","5","0.00","6","46","11.54","2","4","33.33","3","121","2.42","0","4","0.00","15.38","85.23","1.006","2","7","55","11","3.51","2","18","101","1.94"
"33","Dylan DeMelo","Dylan Samberg","WPG","66","88.216666666667","16","181","8.12","15","142","9.55","13","85","13.27","1","12","7.69","1.41","17.99","7.25","8","118","6.35","4","48","7.69","1","4","20.00","4","70","5.41","0","5","0.00","5","125","3.85","0","3","0.00","7.69","85.88","0.936","0","12","63","38","0.00","2","15","108","1.82"
"34","Jaccob Slavin","Jalen Chatfield","CAR","38","84.983333333333","23","121","15.97","22","89","19.82","15","54","21.74","2","10","16.67","1.61","10.18","13.66","13","78","14.29","5","36","12.20","0","6","0.00","8","42","16.00","1","2","33.33","6","98","5.77","0","2","0.00","13.33","81.48","0.948","2","13","76","10","2.56","6","18","106","5.36"
"35","Dougie Hamilton","Jonas Siegenthaler","N.J","77","84.483333333333","26","125","17.22","21","91","18.75","17","61","21.79","2","9","18.18","1.7","9.35","15.35","14","65","17.72","6","32","15.79","2","5","28.57","8","33","19.51","0","3","0.00","10","90","10.00","0","1","0.00","11.76","85.25","0.970","4","4","59","38","6.35","5","11","66","7.04"
"36","Sean Walker","K'Andre Miller","CAR","72","82.466666666667","27","114","19.15","23","88","20.72","17","62","21.52","2","10","16.67","2.67","11.26","19.16","14","73","16.09","5","44","10.20","1","8","11.11","9","29","23.68","0","2","0.00","8","74","9.76","0","0","-","11.76","83.87","0.956","0","9","48","35","0.00","1","20","69","1.43"
"37","Louis Crevier","Wyatt Kaiser","CHI","73","81.066666666667","18","130","12.16","16","102","13.56","14","68","17.07","0","7","0.00","0.86","12.78","6.31","6","80","6.98","2","43","4.44","0","6","0.00","4","37","9.76","0","0","-","6","74","7.50","0","1","0.00","0.00","89.71","0.897","0","8","29","47","0.00","4","21","53","7.02"
"38","Ivan Provorov","Denton Mateychuk","CBJ","75","80.216666666667","15","162","8.47","13","118","9.92","11","80","12.09","1","15","6.25","0.78","12.94","5.69","11","87","11.22","2","39","4.88","0","4","0.00","9","48","15.79","1","6","14.29","2","123","1.60","0","5","0.00","9.09","81.25","0.903","2","8","35","6","5.41","3","10","95","3.06"
